Drug ID	Drug Name	CAS Number	Chemical Name	New Molecular Entity	Drug Interactions	Comparative Efficacy	Highest Development Phase	Indication	Molecular Formula	Mechanism Of Action	Organisation	Pharmacodynamic Characteristics	Route Of Administration	Route Of Elimination	Pharmacokinetic Characteristics	Adverse Events	Therapeutic Class (EphMRA)	Therapeutic Class (WHO)	Synonyms/Brand Names	Antimicrobial Activity	Immunogenicity	Last Significant Update Date	Therapeutic Area	Orphan Designation	License Availability	Brands	On Fastrack	Fastrack country	On PRIME	PRIME country	Biomarkers-Inclusion	Biomarkers-Exclusion	Biomarkers-Outcome Measure	Biomarkers-Safety	Biomarkers-not specified	URL
800036041	DSP 2230			Yes			Phase I	Neuropathic pain		"Nav1.7 voltage-gated sodium channel inhibitors, Nav1.8 voltage-gated sodium channel inhibitors"	"Dainippon Sumitomo Pharma (Originator), Sumitomo Dainippon Pharma (Owner), AlphaNavi Pharma (Licensee), Sunovion Pharmaceuticals (Collaborator)"		PO				N2B (Non-Narcotics and Anti-Pyretics)	N02 (Analgesics)	"ANP230, DSP2230"			14/03/2021	Pain				no		no							https://adis.springer.com/drugs/800036041?userId=52029392&bpIds=3004037004&checksum=03cff615bf4e8cf31939b346ea162274ce1327c6-1617045530739-8e92af2e8537a958dbe1454e94c3a3fdbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800036434	LY 3023703			Yes			Discontinued (II)	"Musculoskeletal pain, Dental pain, Acute pain"		Prostaglandin-E synthase inhibitors	"Eli Lilly and Company (Originator), Eli Lilly and Company (Owner)"		PO				N2 (Analgesics)	N02 (Analgesics)	"14CLY3023703, LY3023703"			14/03/2021	Pain				no		no							https://adis.springer.com/drugs/800036434?userId=52029392&bpIds=3004037004&checksum=ceea574b8d3a1b4fdad5e109729dceecb724367c-1617045530740-9fef72668ab8a757a3822999d7e1f2eebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800032043	GRC 15300			Yes			Discontinued (II)	"Neuropathic pain, Musculoskeletal pain, Skin disorders, Urinary incontinence"		TRPV3 protein inhibitors	"Glenmark Pharmaceuticals Ltd (Originator), Glenmark Pharmaceuticals Ltd (Owner), Sanofi (Licensee)"		"PO, unspecified"				"D (Dermatologicals), N2 (Analgesics)"	"D (Dermatologicals), N02 (Analgesics)"	"GRC 17173, GRC15300, SAR 292833"			14/03/2021	"Genitourinary Disorders, Pain, Skin Disorders"				no		no							https://adis.springer.com/drugs/800032043?userId=52029392&bpIds=3004037004&checksum=06895ebabc09689fd218f857c2ca8694a9440a77-1617045530741-8524ff5564c4a394925974b61aa1d8e4badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800027923	PF 4191834						Discontinued (II)	"Pain, Asthma"			"Pfizer (Originator), Pfizer (Owner)"		"unspecified, PO"				"N2 (Analgesics), R3 (Anti-Asthma and COPD Products)"	"N02 (Analgesics), R03 (Drugs for Obstructive Airway Diseases)"	"PF04191834, PF4191834"			14/03/2021	"Obstructive Airways Disease, Pain"				no		no				"arachidonate 5-lipoxygenase, Arachidonic acid, Leukotriene E4"			https://adis.springer.com/drugs/800027923?userId=52029392&bpIds=3004037004&checksum=9696c3bc7a13fb54653790113ad1d243260faedc-1617045530742-b32c8e32c3401f1a82730923b10e373cbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800034227	Evodenoson	844873-47-8	Methyl 4-{3-[6-amino-9-(<EM>N</EM>-cyclopropyl-_-D-ribofuranosyluronamide)-9<EM>H</EM>-purin-2-yl]prop-2-ynyl}piperidine-1-carboxylate	Yes			Discontinued (I/II)	"Ocular hypertension, Glaucoma, Haematological malignancies, Multiple sclerosis, Neuropathic pain"	C23 H29 N7 O6	Adenosine A2A receptor agonists	"Adenosine Therapeutics (Originator), AbbVie (Owner), Santen Pharmaceutical (Licensee)"		"Ophthalmic, unspecified, Intrathecal"				"L1 (Antineoplastics), N2 (Analgesics), N7 (Other CNS Drugs), S1 (Ophthalmologicals), S1E1 (Miotics and antiglaucoma preparations, systemic)"	"L01 (Antineoplastic Agents), N02 (Analgesics), N07 (Other Nervous System Drugs), S01 (Ophthalmologicals), S01E-A (Sympathomimetics in glaucoma therapy)"	"ATL313, DE112"			14/03/2021	"Cancer, Eye Disorders, Neurological Disorders, Pain"				no		no							https://adis.springer.com/drugs/800034227?userId=52029392&bpIds=3004037004&checksum=c294eecf3e8b1c5c9e58daf58475a6825f1ceb4d-1617045530744-b37b843f587c46bda62ae3a7c7181446badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800027605	AZD 2066						Discontinued (II)	"Depressive disorders, Neuropathic pain, Gastro-oesophageal reflux"		Metabotropic glutamate receptor 5 antagonists	"AstraZeneca (Originator), AstraZeneca (Owner)"		PO				"A2 (Antiacids, Antiflatulents and Anti-Ulcerants), N2 (Analgesics), N6A9 (Antidepressants, all others)"	"A02B-X (Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD)), N02 (Analgesics), N06A-X (Other antidepressants)"	AZD2066			14/03/2021	"Affective Disorders, Pain, Peptic Ulcer Disease"				no		no							https://adis.springer.com/drugs/800027605?userId=52029392&bpIds=3004037004&checksum=978c99af652df16c1ad6d98b393fbdac46c2cbdf-1617045530745-84aedd1c44bfcd466510d02304aad7fbbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800035863	S 117957			Yes			Phase II	"Insomnia, Overactive bladder, Fibromyalgia, Dental pain, Neuropathic pain"		Nociceptin receptor agonists	"Purdue Pharma (Originator), Shionogi (Originator), Purdue Pharma (Owner), Shionogi (Owner), Imbrium Therapeutics (Collaborator)"		PO				"N2 (Analgesics), N5B (Hypnotics/Sedatives)"	"N02 (Analgesics), N05C (Hypnotics and Sedatives)"	"IMB115, IT1315, S117957, V117957"			14/03/2021	"Anxiety Disorders, Genitourinary Disorders, Pain, Rheumatic Disease"				no		no							https://adis.springer.com/drugs/800035863?userId=52029392&bpIds=3004037004&checksum=2c9e559b0fea5693652f29f8f632752a9f833238-1617045530746-8af820babe493d89ec236b8be5e23f09badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800026843	PF 4136309			Yes			Discontinued (II)	"Hepatic fibrosis, Pain, Pancreatic cancer"		CCR2 receptor antagonists	"Pfizer (Originator), Pfizer (Owner)"		PO				"A5 (Cholagogues and Hepatic Protectors), L1X9 (All other antineoplastics), N2 (Analgesics)"	"A05 (Bile and Liver Therapy), L01X-X (Other antineoplastic agents), N02 (Analgesics)"	"INCB 8761, PF04136309, PF4136309"			14/03/2021	"Cancer, Liver Disorders, Pain"	Pancreatic cancer (USA)			no		no				PGR			https://adis.springer.com/drugs/800026843?userId=52029392&bpIds=3004037004&checksum=b82dad7812d746d44a80354b6e772c4838f09bbd-1617045530747-0dc59a5be1aeec2ac61d481887767244badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800028846	PLX 5568						No development reported (I)	"Pain, Polycystic kidney disease"		Raf kinase inhibitors	"Plexxikon (Originator), Plexxikon (Owner), Roche (Licensee)"		PO				"G4 (Urologicals), N2 (Analgesics)"	"G04 (Urologicals), N02 (Analgesics)"	"PLX5568, R 7376, RG7376"			14/03/2021	"Genitourinary Disorders, Pain"				no		no							https://adis.springer.com/drugs/800028846?userId=52029392&bpIds=3004037004&checksum=5cf75c354477835b60b1a8cee10eb64bd1c16586-1617045530748-e9645e63f36d6f2a2f35bff177c0d9ebbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800023646	ADL 5747			Yes			Discontinued (II)	Pain		Opioid delta receptor agonists	"Adolor Corporation (Originator), Adolor Corporation (Owner), Pfizer (Licensee)"		PO				N2 (Analgesics)	N02 (Analgesics)	"ADL5747, PF04856881, PF4856881, PF4856881 Adolor"			14/03/2021	Pain				no		no							https://adis.springer.com/drugs/800023646?userId=52029392&bpIds=3004037004&checksum=1cc9a17d7657bd35f3e9368484dc92a793183a83-1617045530749-b315a056454791f689bfabf6a2e90800badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800032171	AZD 5213	1476077-02-7		Yes			Discontinued (II)	"Alzheimer's disease, Diabetic neuropathies, Gilles de la Tourette's syndrome, Mild cognitive impairment, Attention-deficit hyperactivity disorder"		Histamine H3 receptor antagonists	"AstraZeneca (Originator), AstraZeneca (Owner)"		PO				"A10X9 (Other drugs used in diabetes), N2 (Analgesics), N6 (Psychoanaleptics Excluding Anti-Obesity Preparations), N6D (Nootropics)"	"A10X (Other Drugs Used in Diabetes), N02 (Analgesics), N06B (Psychostimulants, agents used for ADHD and nootropics), N06D (Anti-Dementia Drugs)"	AZD5213			14/03/2021	"Affective Disorders, Alzheimer's Disease and Cognition Disorders, Diabetes, Pain, Parkinson's Disease and Movement Disorders"				no		no							https://adis.springer.com/drugs/800032171?userId=52029392&bpIds=3004037004&checksum=fe62a4647d8a9ae6fbd61e34800f84100c639323-1617045530751-d9e1bb874d98865b35123261312fd9ecbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800028715	SEP 228432						No development reported (I)	"Major depressive disorder, Neuropathic pain, Attention-deficit hyperactivity disorder"		"Adrenergic uptake inhibitors, Dopamine uptake inhibitors, Serotonin uptake inhibitors"	"Sepracor (Originator), Sunovion Pharmaceuticals (Owner)"		PO				"N2 (Analgesics), N6A (Anti-Depressants and Mood Stabilisers)"	"N02 (Analgesics), N06A (Antidepressants), N06B (Psychostimulants, agents used for ADHD and nootropics)"	SEP225432			14/03/2021	"Affective Disorders, Pain"				no		no							https://adis.springer.com/drugs/800028715?userId=52029392&bpIds=3004037004&checksum=d841b7465a139a37f91b522687110915c69d48b4-1617045530752-92523aaaaab1a1561322ed2051c288c8badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800014027	Ataciguat	254877-67-3	5-Chloro-2-[(5-chloro-2-thienyl)sulfonylamino]-<EM>N</EM>-[4-(morpholin-4-ylsulfonyl)phenyl]benzamide	Yes			Phase II	"Aortic valve stenosis, Neuropathic pain, Peripheral arterial occlusive disorders, Heart failure"	C21 H19 Cl2 N3 O6 S3	Guanylate cyclase stimulants	"sanofi-aventis (Originator), Sanofi (Owner), Mayo Clinic (Collaborator), National Center for Advancing Translational Sciences (Collaborator)"		PO				"C1X (All Other Cardiac Preparations), C4 (Cerebral and Peripheral Vasotherapeutics), N2 (Analgesics)"	"C01D (Vasodilators Used in Cardiac Diseases), C04 (Peripheral Vasodilators), N02 (Analgesics)"	"1766, HMR 1766"			14/03/2021	"Heart Failure, Ischaemic Heart Disease, Pain, Thromboses"				no		no				"IL6, TNF-alpha"			https://adis.springer.com/drugs/800014027?userId=52029392&bpIds=3004037004&checksum=60013ed8e6977073755c12a9429c3b2223ca799e-1617045530754-9332e1f6a278d7e85aa8a0f8f1dde495badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800033597	ASP 8477			Yes			Discontinued (II)	Neuropathic pain		Central nervous system modulators	"Astellas Pharma (Originator), Astellas Pharma (Owner)"		PO				N2 (Analgesics)	N02 (Analgesics)	ASP8477			14/03/2021	Pain				no		no							https://adis.springer.com/drugs/800033597?userId=52029392&bpIds=3004037004&checksum=b6bde3363c1da37df512a0a44c3ddeacf5572557-1617045530755-866652825055dda79c4f18ce84440731badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800025667	SSR 411298						Phase Unknown	"Cancer pain, Anxiety disorders, Depressive disorders"		Fatty acid amide hydrolase inhibitors	"sanofi-aventis (Originator), sanofi-aventis (Owner)"		PO				"N2 (Analgesics), N5B (Hypnotics/Sedatives), N5C (Tranquillisers), N6A (Anti-Depressants and Mood Stabilisers)"	"N02 (Analgesics), N05B (Anxiolytics), N06A-X (Other antidepressants)"	SSR411298			14/03/2021	"Affective Disorders, Anxiety Disorders, Pain"				no		no		sphingolipid transporter 1 (putative)		sphingolipid transporter 1 (putative)			https://adis.springer.com/drugs/800025667?userId=52029392&bpIds=3004037004&checksum=df584d02fb06728230fde003ca31a2163b1fa268-1617045530757-06f992fef3ef1b9ab6bf3c3bc27dbb97badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800027672	AZD 1386						Discontinued (II)	"Pain, Musculoskeletal pain, Gastro-oesophageal reflux"		TRPV cation channel antagonists	"AstraZeneca (Originator), AstraZeneca (Owner)"		PO				"A2 (Antiacids, Antiflatulents and Anti-Ulcerants), N2 (Analgesics)"	"A02 (Drugs for Acid Related Disorders), N02 (Analgesics)"	AZD1386			14/03/2021	"Pain, Peptic Ulcer Disease"				no		no							https://adis.springer.com/drugs/800027672?userId=52029392&bpIds=3004037004&checksum=53bc91db826b31bdb4acbaaac637b768e636e8b8-1617045530758-9c17d0ca0fb06a482e807d51a1168d6bbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800032225	ABT 652			Yes			Discontinued (II)	"Musculoskeletal pain, Diabetic neuropathies, Sleep disorders"		Histamine H3 receptor modulators	"Abbott Laboratories (Originator), AbbVie (Owner)"		PO				"N2 (Analgesics), N7 (Other CNS Drugs)"	"N02 (Analgesics), N07 (Other Nervous System Drugs)"	ABT652			14/03/2021	"Anxiety Disorders, Pain"				no		no							https://adis.springer.com/drugs/800032225?userId=52029392&bpIds=3004037004&checksum=2c2affcd81927d4c19af1abccd38d5b47cf95d56-1617045530759-b2f914b5236f535f9c227e2a641ec888badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800019097	Dilmapimod	444606-18-2	"Pyrido[2,3-d]pyrimidin-7(8H)-one, 8-(2,6-difluorophenyl)-4-(4-fluoro-2-methylphenyl)-2-[[2-hydroxy-1-(hydroxymethyl)ethyl]amino]-"	Yes			Discontinued (II)	"Neuropathic pain, Adult respiratory distress syndrome, Rheumatoid arthritis, Atherosclerosis, Chronic obstructive pulmonary disease, Acute lung injury"	C23 H19 F3 N4 O3	P38 mitogen-activated protein kinase inhibitors	"GlaxoSmithKline (Originator), GlaxoSmithKline (Owner)"		"unspecified, IV, PO"				"C6A (Other Cardiovascular Products), M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2 (Analgesics), R3X2 (All other anti-asthma and COPD products, systemic), R7 (Other Respiratory System Products)"	"C (Cardiovascular System), M01 (Antiinflammatory and Antirheumatic Products), N02 (Analgesics), R03D-X (Other systemic drugs for obstructive airway diseases), R07 (Other Respiratory System Products)"	"681323, GSK 681323, SB 681323"			14/03/2021	"Ischaemic Heart Disease, Pain, Respiratory Tract Disorders, Rheumatic Disease"				no		no							https://adis.springer.com/drugs/800019097?userId=52029392&bpIds=3004037004&checksum=1174d63251784f9fb5fa9c597bb8aa5a18e72786-1617045530761-690c95bc07a7d94b7a247dc2da934182badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800012295	Nitroglycerin topical - Kyowa Kirin International	55-63-0	"1,2,3-Propanetriol, trinitrate"	No			Marketed	"Fissure in ano, Haemorrhoids, Pain, Dyspareunia, Vulvodynia"	C3 H5 N3 O9	Nitric oxide donors	"Neptune Pharmaceuticals (Originator), Neptune Pharmaceuticals (Owner), Damon Pharm (Market Licensee), Epsilon Pharmaceuticals (Market Licensee), New Harbor Corporation (Market Licensee), PharmaSwiss (Market Licensee), Adare Pharmaceuticals (Licensee), Endo International (Licensee), Kyowa Kirin International (Licensee)"		Topical			"Dizziness, Headache, Vomiting"	"A2B9 (All other antiulcerants), C5A (Topical Anti-Haemorrhoidals), N2 (Analgesics)"	"A02X (Other Drugs for Acid Related Disorders), C05A-X (Other agents for treatment of hemorrhoids and anal fissures for topical use), N02B (Other Analgesics and Antipyretics)"	"Anogesic, Cellegesic, Rectiv, Rectogesic"			14/03/2021	"Digestive System Disorders, Pain, Vascular Disorders, Women's Health"		"Kyowa Kirin International |  | Unspecified | Asia, Japan, Latin America | 20 Jan 2011"	"Anogesic, Anogesic, Cellegesic, Rectiv, Rectogesic, Rectogesic"	no		no		"Luteinizing hormone, PSA"		"8-isoprostane, Ascorbic acid, BNP, CKB, CKM, CRP, Cystatin C, Glycerol, IL6, NTx, Troponin T, cardiac, VEGF-A"		"AMH, FGF23, HIF, PAI-1, PD-L1, PTH, TGF-beta, ULBP2, uPAR"	https://adis.springer.com/drugs/800012295?userId=52029392&bpIds=3004037004&checksum=007d19496866c639d49998129189fccb0df01f78-1617045530766-046e6ca80d9c5f02e4e8ad303cf75f8abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800000652	Oxcarbazepine - Novartis	28721-07-5	"10,11-Dihydro-10-oxo-5<EM>H</EM>-dibenz(b,f)azepine-5-carboxamide"	Yes		= Carbamazepine	Marketed	"Epilepsy, Multiple sclerosis, Diabetic neuropathies, Bipolar disorders, Neurological disorders"	C15 H12 N2 O2	Sodium channel antagonists	"Novartis (Originator), Novartis (Owner), Nobelpharma (Licensee), Queen Mary University of London (Collaborator)"		PO			"Ataxia, Diarrhoea, Diplopia, Dizziness, Drowsiness, Eye disorders, Fatigue, Fever, Headache, Hyponatraemia, Irritability, Nasal congestion, Nausea, Respiratory tract infections, Somnolence, Vomiting"	"A10X (Other Drugs Used in Diabetes), N2B (Non-Narcotics and Anti-Pyretics), N3A (Anti-Epileptics), N5A (Antipsychotics), N6A (Anti-Depressants and Mood Stabilisers), N7X (All other CNS drugs)"	"A10X (Other Drugs Used in Diabetes), N02B (Other Analgesics and Antipyretics), N03A-F02 (Oxcarbazepine), N05A (Antipsychotics), N06A (Antidepressants), N07X (Other Nervous System Drugs)"	"GP 47680, KIN493, NPC 04, Oxacarbazepine, TRI 476, Trileptal"			14/03/2021	"Affective Disorders, Diabetes, Epilepsy and Seizure Disorders, Neurological Disorders, Pain"			"Trileptal, Trileptal"	no		no		GM-CSF		"BDNF, CPT2, dematin actin binding protein, FBN1, GM-CSF, NEFL, NSE, nystagmus 3, congenital autosomal dominant, Prolactin, S100B, Spermine, spermine synthase, T cell receptor gamma variable 9, Urea"	Prolactin	"HLA-B, Valproic acid glucuronide"	https://adis.springer.com/drugs/800000652?userId=52029392&bpIds=3004037004&checksum=950883a8af1a5ddc5c77fef8334ecac514bb77aa-1617045530770-8ace52ec735ada3008f17160e24dca14badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800001601	Xaliproden	90494-79-4	"Pyridine, 1 2,3,6-tetrahydro-1-[2-(2-naphthalenyl)ethyl]-4-[3-(trifluoromethyl)phenyl]-, monohydrochloride"				Discontinued (Preregistration)	"Amyotrophic lateral sclerosis, Cancer pain, Alzheimer's disease, Multiple sclerosis"	C24 H22 F3 N . H Cl	"Nerve growth factor stimulants, Serotonin 1A receptor agonists"	"sanofi-aventis (Originator), sanofi-aventis (Owner)"		PO			"Anxiety, Diarrhoea, Dizziness, Insomnia, Tinnitus, Vertigo"	"N2B (Non-Narcotics and Anti-Pyretics), N7X (All other CNS drugs)"	"N02B (Other Analgesics and Antipyretics), N07X-X03 (Xaliproden)"	"SR 57746, SR 57746A, Xaliproden hydrochloride, xaliprodene, Xaprila"			14/03/2021	"Alzheimer's Disease and Cognition Disorders, Neurological Disorders, Pain"	"Amyotrophic lateral sclerosis (Japan), Amyotrophic lateral sclerosis (European Union)"		Xaprila	no		no				NTx			https://adis.springer.com/drugs/800001601?userId=52029392&bpIds=3004037004&checksum=7bb0c0af551d360c87191ef4c4620a4171e885ce-1617045530773-2a3ace8b6d6989ef8852dfeb4d86bb11badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800016991	Capsaicin dermal patch - Grunenthal	404-86-4	"6-Nonenamide, (<EM>E</EM>)-<EM>N</EM>-[(4-hydroxy-3-methoxy-phenyl)-methyl]-8-methyl"	No			Marketed	"Neuropathic pain, Postherpetic neuralgia, Diabetic neuropathies, Postoperative pain"	C18 H27 N O3	"GABA A receptor modulators, Melatonin receptor modulators, Substance P inhibitors, TRPV1 receptor agonists"	"NeurogesX (Originator), Grunenthal (Owner), Averitas Pharma (Market Licensee), Astellas Pharma Europe Ltd (Licensee)"		Transdermal			Application site reactions	"A10X (Other Drugs Used in Diabetes), D4 (Anti-Pruritics, Including Topical Antihistamines, Anaesthetics, etc), N1B3 (Anaesthetics local, topical), N2B (Non-Narcotics and Anti-Pyretics)"	"A10X (Other Drugs Used in Diabetes), D04A-X (Other antipruritics), N01B-X04 (Capsaicin), N02B (Other Analgesics and Antipyretics)"	"8 capsaicin patch NeurogesX, Capsaicin, NGX4010, Qutenza, Transacin, Transdolor Pain Treatment System"			14/03/2021	"Drug Delivery Systems, Pain"	"Neuropathic pain (USA), Postherpetic neuralgia (USA)"	"Grunenthal |  | Unspecified | Asia, Australia | 05 Nov 2018;
NeurogesX |  | Unspecified | Asia | 07 May 2009"	"Qutenza, Qutenza, Qutenza, Qutenza, Qutenza, Transacin"	no		no				"A1C, carnitine palmitoyltransferase 1A (liver), IL1 beta, IL6, IL8, TNF-alpha"		peroxiredoxin 2	https://adis.springer.com/drugs/800016991?userId=52029392&bpIds=3004037004&checksum=185b7cda5ec3b5cbbd3b92db315c47c66d7b6d12-1617045530781-e1c654616b74eb091eff6bb528156becbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800002231	Rufinamide - Novartis	106308-44-5	"1-(2,6-Difluorobenzyl)-1<EM>H</EM>-1,2,3-triazole-4-carboxamide"	No			Marketed	"Lennox-Gastaut syndrome, Epilepsy, Generalised anxiety disorder, Neuropathic pain"	C10 H8 F2 N4 O	Sodium channel antagonists	"Novartis (Originator), Novartis (Owner), Biotoscana (Market Licensee), Eisai Co Ltd (Licensee)"		PO		"T<sub>_beta</sub> (h) (8.82 - 9.12 (Adult)), T<sub>max</sub> (h) (6.56 - 7.22 (Adult))"	"Diarrhoea, Diplopia, Dizziness, Fatigue, Fever, Headache, Nausea, Somnolence, Tremor, Viral infections, Vision disorders, Vomiting"	"N2B (Non-Narcotics and Anti-Pyretics), N3A (Anti-Epileptics), N5B (Hypnotics/Sedatives)"	"N02B (Other Analgesics and Antipyretics), N03A-F03 (Rufinamide), N05B (Anxiolytics)"	"Banzel, CGP 33101, E 2080, Inovelon, RUF 331, SYN 111"			14/03/2021	"Anxiety Disorders, Epilepsy and Seizure Disorders, Pain"	"Lennox-Gastaut syndrome (USA), Lennox-Gastaut syndrome (Japan), Lennox-Gastaut syndrome (European Union)"		"Banzel, Banzel, Banzel, Inovelon, Inovelon, Inovelon, Inovelon, Inovelon, Inovelon, Inovelon"	no		no							https://adis.springer.com/drugs/800002231?userId=52029392&bpIds=3004037004&checksum=3a2e416e6efb423044ddb483272b170193b0c032-1617045530788-4db9d5cf6db926d3b1a85a04fcb2b86fbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
